-9.769438	60.613033	1
-5.265099	85.002060	0
-9.256597	92.987089	0
2.963541	143.710801	0
2.846928	91.875355	1
4.671758	165.638876	0
-17.221050	89.268465	1
3.985877	124.133815	0
-0.186424	135.560659	0
5.953031	89.964342	1
9.430281	171.281500	0
8.237691	41.171260	1
-12.473097	118.273389	0
-3.966242	74.737039	1
6.521445	20.663565	1
-0.169435	79.973699	1
-0.255171	34.982844	1
-1.378643	5.774145	1
7.101213	74.807187	1
13.897086	41.998047	1
-11.854171	-7.248020	1
-4.035675	153.125986	0
-2.427677	-21.823490	1
-14.871388	34.742123	1
8.525412	124.761195	0
-5.137496	118.282931	0
-25.494007	-21.035131	1
2.211895	45.811389	1
9.916298	125.050016	0
-2.704261	51.860718	1
3.898447	107.834792	1
8.574041	150.635680	0
-9.434621	-31.278663	1
8.376228	64.374063	1
1.926547	124.067411	0
3.294025	121.322344	0
-13.226969	124.054606	0
-10.695251	157.957527	0
-8.296729	147.021134	0
-3.119746	42.864939	1
7.295554	79.367015	1
-4.331509	134.172818	0
8.064581	7.130071	1
5.799738	34.788585	1
-8.664096	137.137429	0
-4.784955	-28.159625	1
1.606192	76.985194	1
-6.719195	150.219368	0
3.450377	142.913212	0
1.294944	113.379344	0
-2.490005	134.237688	0
-2.784754	104.759161	0
5.773873	178.494459	0
10.550946	65.362258	1
0.697697	88.865907	1
-2.408056	139.327305	0
12.501496	100.342385	1
-6.431607	150.282821	0
-2.548063	61.714900	1
-5.892054	53.548079	1
3.432982	25.487007	1
-0.050358	117.985296	0
2.492749	161.822219	0
2.398046	159.655106	0
-5.675761	-19.058234	1
17.715439	84.198413	1
9.076781	150.898267	0
3.328409	156.520455	0
-5.482939	143.126425	0
0.523586	143.307450	0
-9.362304	6.088407	1
-0.719467	178.927463	0
-1.031268	37.372998	1
3.628723	128.531455	0
7.107793	98.434466	0
-11.606602	-0.354315	1
9.239608	28.225964	1
14.393512	65.259753	1
-5.961431	56.883983	1
-10.570329	78.805896	0
-7.536459	-41.364544	1
12.747672	133.691870	0
21.071050	109.222958	1
-7.696206	21.947562	1
-5.844104	-22.540297	1
-5.926459	50.037975	1
9.800714	164.174153	0
12.269894	71.086158	1
0.549899	0.776568	1
0.625744	-9.298900	1
12.779634	165.019504	0
1.382115	126.680294	0
0.882819	11.990043	1
-4.758579	15.866890	1
4.745881	33.236658	1
5.329443	139.020206	0
-15.181537	1.867216	1
9.720270	121.445961	0
2.219203	191.607325	0
