-1.535197	5.128795	1
-0.827373	7.192482	0
-1.454608	7.868138	0
0.465699	12.160145	0
0.447374	7.774069	1
0.734133	14.015597	0
-2.706165	7.553486	1
0.626352	10.503630	0
-0.029295	11.470517	0
0.935476	7.612367	1
1.481901	14.493050	0
1.294494	3.483722	1
-1.960058	10.007748	0
-0.623267	6.323903	1
1.024799	1.748456	1
-0.026626	6.767005	1
-0.040098	2.960087	1
-0.216644	0.488582	1
1.115905	6.329839	1
2.183828	3.553681	1
-1.862798	-0.613294	1
-0.634177	12.956814	0
-0.381492	-1.846603	1
-2.336932	2.939718	1
1.339708	10.556717	0
-0.807321	10.008556	0
-4.006201	-1.779896	1
0.347584	3.876348	1
1.558275	10.581155	0
-0.424955	4.388215	1
0.612613	9.124482	1
1.347349	12.746096	0
-1.482583	-2.646656	1
1.316264	5.447036	1
0.302743	10.498012	0
0.517633	10.265737	0
-2.078524	10.496928	0
-1.680682	13.365637	0
-1.303772	12.440250	0
-0.490246	3.627033	1
1.146444	6.715671	1
-0.680666	11.353085	0
1.267291	0.603314	1
0.911387	2.943649	1
-1.361501	11.603936	0
-0.751922	-2.382738	1
0.252402	6.514132	1
-1.055874	12.710870	0
0.542202	12.092656	0
0.203491	9.593637	0
-0.391287	11.358574	0
-0.437604	8.864237	0
0.907323	15.103377	0
1.658006	5.530653	1
0.109638	7.519423	1
-0.378409	11.789234	0
1.964521	8.490510	1
-1.010681	12.716239	0
-0.400410	5.222030	1
-0.925894	4.530991	1
0.539469	2.156593	1
-0.007913	9.983371	0
0.391718	13.692649	0
0.376836	13.509278	0
-0.891905	-1.612620	1
2.783855	7.124481	1
1.426351	12.768315	0
0.523036	13.244039	0
-0.861605	12.110698	0
0.082278	12.126015	0
-1.471219	0.515173	1
-0.113059	15.140016	0
-0.162056	3.162331	1
0.570228	10.875739	0
1.116939	8.329070	0
-1.823895	-0.029981	1
1.451938	2.388351	1
2.261838	5.521979	1
-0.936796	4.813260	1
-1.661052	6.668191	0
-1.184301	-3.500077	1
2.003206	11.312389	0
3.311165	9.241943	1
-1.209404	1.857101	1
-0.918359	-1.907256	1
-0.931301	4.233983	1
1.540112	13.891659	0
1.928126	6.014983	1
0.086413	0.065710	1
0.098331	-0.786830	1
2.008228	13.963189	0
0.217190	10.719102	0
0.138729	1.014542	1
-0.747777	1.342583	1
0.745781	2.812333	1
0.837484	11.763248	0
-2.385670	0.157995	1
1.527471	10.276197	0
0.348732	16.212928	0
